BAS_SCENARIO,BAS_GRP_CD,BAS_RSN_CD,BAS_CONTR_PYR,BAS_CHG_IND,BAS_NEW_GRP_CD,BAS_NEW_RSN_CD
1,CO,56,Y,MOD,CO,45
1,CO,57,Y,MOD,CO,45
1,CO,58,Y,MOD,CO,45
1,CO,59,Y,MOD,CO,45
1,CO,6,Y,MOD,CO,45
1,CO,60,Y,MOD,CO,45
1,CO,61,Y,MOD,CO,45
1,CO,62,Y,MOD,CO,45
1,CO,63,Y,MOD,CO,45
1,CO,64,Y,MOD,CO,45
1,CO,65,Y,MOD,CO,45
1,CO,66,Y,MOD,CO,45
1,CO,67,Y,MOD,CO,45
1,CO,68,Y,MOD,CO,45
1,CO,69,Y,MOD,CO,45
1,CO,7,Y,MOD,CO,45
1,CO,70,Y,MOD,CO,45
1,CO,71,Y,MOD,CO,45
1,CO,72,Y,MOD,CO,45
1,CO,73,Y,MOD,CO,45
1,CO,74,Y,MOD,CO,45
1,CO,75,Y,MOD,CO,45
1,CO,76,Y,MOD,CO,45
1,CO,77,Y,MOD,CO,45
1,CO,78,Y,MOD,CO,45
1,CO,79,Y,MOD,CO,45
1,CO,8,Y,MOD,CO,45
1,CO,80,Y,MOD,CO,45
1,CO,81,Y,MOD,CO,45
1,CO,82,Y,MOD,CO,45
1,CO,83,Y,MOD,CO,45
1,CO,84,Y,MOD,CO,45
1,CO,85,Y,MOD,CO,45
1,CO,86,Y,MOD,CO,45
1,CO,87,Y,MOD,CO,45
1,CO,88,Y,MOD,CO,45
1,CO,89,Y,MOD,CO,45
1,CO,9,Y,MOD,CO,45
1,CO,90,Y,MOD,CO,45
1,CO,91,Y,MOD,CO,45
1,CO,92,Y,MOD,CO,45
1,CO,93,Y,MOD,CO,45
1,CO,94,Y,MOD,CO,45
1,CO,95,Y,MOD,CO,45
1,CO,96,Y,MOD,CO,45
1,CO,97,Y,MOD,CO,45
1,CO,98,Y,MOD,CO,45
1,CO,99,Y,MOD,CO,45
1,CR,1,Y,,,
1,OA,1,Y,MOD,CO,45
1,OA,10,Y,MOD,CO,45
1,OA,100,Y,MOD,CO,45
1,OA,101,Y,MOD,CO,45
1,OA,102,Y,MOD,CO,45
1,OA,103,Y,MOD,CO,45
1,OA,104,Y,MOD,CO,45
1,OA,105,Y,MOD,CO,45
1,OA,106,Y,MOD,CO,45
1,OA,107,Y,MOD,CO,45
1,OA,108,Y,MOD,CO,45
1,OA,109,Y,MOD,CO,45
1,OA,11,Y,MOD,CO,45
1,OA,110,Y,MOD,CO,45
1,OA,111,Y,MOD,CO,45
1,OA,112,Y,MOD,CO,45
1,OA,113,Y,MOD,CO,45
1,OA,114,Y,MOD,CO,45
1,OA,115,Y,MOD,CO,45
1,OA,116,Y,MOD,CO,45
1,OA,117,Y,MOD,CO,45
1,OA,118,Y,MOD,CO,45
1,OA,119,Y,MOD,CO,45
1,OA,12,Y,MOD,CO,45
1,OA,120,Y,MOD,CO,45
1,OA,121,Y,MOD,CO,45
1,OA,122,Y,MOD,CO,45
1,OA,123,Y,MOD,CO,45
1,OA,124,Y,MOD,CO,45
1,OA,125,Y,MOD,CO,45
1,OA,126,Y,MOD,CO,45
1,OA,127,Y,MOD,CO,45
1,OA,128,Y,MOD,CO,45
1,OA,129,Y,MOD,CO,45
1,OA,13,Y,MOD,CO,45
1,OA,130,Y,MOD,CO,45
1,OA,131,Y,MOD,CO,45
1,OA,132,Y,MOD,CO,45
1,OA,133,Y,MOD,CO,45
1,OA,134,Y,MOD,CO,45
1,OA,135,Y,MOD,CO,45
1,OA,136,Y,MOD,CO,45
1,OA,137,Y,MOD,CO,45
1,OA,138,Y,MOD,CO,45
1,OA,139,Y,MOD,CO,45
1,OA,14,Y,MOD,CO,45
1,OA,140,Y,MOD,CO,45
1,OA,141,Y,MOD,CO,45
1,OA,142,Y,MOD,CO,45
1,OA,143,Y,MOD,CO,45
1,OA,144,Y,MOD,CO,45
1,OA,145,Y,MOD,CO,45
1,OA,146,Y,MOD,CO,45
1,OA,147,Y,MOD,CO,45
1,OA,148,Y,MOD,CO,45
1,OA,149,Y,MOD,CO,45
1,OA,15,Y,MOD,CO,45
1,OA,150,Y,MOD,CO,45
1,OA,151,Y,MOD,CO,45
1,OA,152,Y,MOD,CO,45
1,OA,153,Y,MOD,CO,45
1,OA,154,Y,MOD,CO,45
1,OA,155,Y,MOD,CO,45
1,OA,156,Y,MOD,CO,45
1,OA,157,Y,MOD,CO,45
1,OA,158,Y,MOD,CO,45
1,OA,159,Y,MOD,CO,45
1,OA,16,Y,MOD,CO,45
1,OA,160,Y,MOD,CO,45
1,OA,161,Y,MOD,CO,45
1,OA,162,Y,MOD,CO,45
1,OA,163,Y,MOD,CO,45
1,OA,164,Y,MOD,CO,45
1,OA,165,Y,MOD,CO,45
1,OA,166,Y,MOD,CO,45
1,OA,167,Y,MOD,CO,45
1,OA,168,Y,MOD,CO,45
1,OA,169,Y,MOD,CO,45
1,OA,17,Y,MOD,CO,45
1,OA,170,Y,MOD,CO,45
1,OA,171,Y,MOD,CO,45
1,OA,172,Y,MOD,CO,45
1,OA,173,Y,MOD,CO,45
1,OA,174,Y,MOD,CO,45
1,OA,175,Y,MOD,CO,45
1,OA,176,Y,MOD,CO,45
1,OA,177,Y,MOD,CO,45
1,OA,178,Y,MOD,CO,45
1,OA,179,Y,MOD,CO,45
1,OA,18,Y,MOD,CO,45
1,OA,180,Y,MOD,CO,45
1,OA,181,Y,MOD,CO,45
1,OA,182,Y,MOD,CO,45
1,OA,183,Y,MOD,CO,45
1,OA,184,Y,MOD,CO,45
1,OA,185,Y,MOD,CO,45
1,OA,186,Y,MOD,CO,45
1,OA,187,Y,MOD,CO,45
1,OA,188,Y,MOD,CO,45
1,OA,189,Y,MOD,CO,45
1,OA,19,Y,MOD,CO,45
1,OA,190,Y,MOD,CO,45
1,OA,191,Y,MOD,CO,45
1,OA,192,Y,MOD,CO,45
1,OA,193,Y,MOD,CO,45
1,OA,194,Y,MOD,CO,45
1,OA,195,Y,MOD,CO,45
1,OA,196,Y,MOD,CO,45
1,OA,197,Y,MOD,CO,45
1,OA,198,Y,MOD,CO,45
1,OA,199,Y,MOD,CO,45
1,OA,2,Y,MOD,CO,45
1,OA,20,Y,MOD,CO,45
1,OA,200,Y,MOD,CO,45
1,OA,201,Y,MOD,CO,45
1,OA,202,Y,MOD,CO,45
1,OA,203,Y,MOD,CO,45
1,OA,204,Y,MOD,CO,45
1,OA,205,Y,MOD,CO,45
1,OA,206,Y,MOD,CO,45
1,OA,207,Y,MOD,CO,45
1,OA,208,Y,MOD,CO,45
1,OA,209,Y,MOD,CO,45
1,OA,21,Y,MOD,CO,45
1,OA,210,Y,MOD,CO,45
1,OA,211,Y,MOD,CO,45
1,OA,212,Y,MOD,CO,45
1,OA,213,Y,MOD,CO,45
1,OA,214,Y,MOD,CO,45
1,OA,215,Y,MOD,CO,45
1,OA,216,Y,MOD,CO,45
1,OA,217,Y,MOD,CO,45
1,OA,218,Y,MOD,CO,45
1,OA,219,Y,MOD,CO,45
1,OA,22,Y,MOD,CO,45
1,OA,220,Y,MOD,CO,45
1,OA,221,Y,MOD,CO,45
1,OA,222,Y,MOD,CO,45
1,OA,223,Y,MOD,CO,45
1,OA,224,Y,MOD,CO,45
1,OA,225,Y,MOD,CO,45
1,OA,226,Y,MOD,CO,45
1,OA,227,Y,MOD,CO,45
1,OA,228,Y,MOD,CO,45
1,OA,229,Y,MOD,CO,45
1,OA,23,Y,MOD,CO,45
1,OA,230,Y,MOD,CO,45
1,OA,231,Y,MOD,CO,45
1,OA,232,Y,MOD,CO,45
1,OA,233,Y,MOD,CO,45
1,OA,234,Y,MOD,CO,45
1,OA,235,Y,MOD,CO,45
1,OA,236,Y,MOD,CO,45
1,OA,237,Y,MOD,CO,45
1,OA,238,Y,MOD,CO,45
1,OA,239,Y,MOD,CO,45
1,OA,24,Y,MOD,CO,45
1,OA,240,Y,MOD,CO,45
1,OA,241,Y,MOD,CO,45
1,OA,242,Y,MOD,CO,45
1,OA,243,Y,MOD,CO,45
1,OA,244,Y,MOD,CO,45
1,OA,245,Y,MOD,CO,45
1,OA,246,Y,MOD,CO,45
1,OA,247,Y,MOD,CO,45
1,OA,248,Y,MOD,CO,45
1,OA,249,Y,MOD,CO,45
1,OA,25,Y,MOD,CO,45
1,OA,250,Y,MOD,CO,45
1,OA,251,Y,MOD,CO,45
1,OA,252,Y,MOD,CO,45
1,OA,26,Y,MOD,CO,45
1,OA,27,Y,MOD,CO,45
1,OA,28,Y,MOD,CO,45
1,OA,29,Y,MOD,CO,45
1,OA,3,Y,MOD,CO,45
1,OA,30,Y,MOD,CO,45
1,OA,31,Y,MOD,CO,45
1,OA,32,Y,MOD,CO,45
1,OA,33,Y,MOD,CO,45
1,OA,34,Y,MOD,CO,45
1,OA,35,Y,MOD,CO,45
1,OA,36,Y,MOD,CO,45
1,OA,37,Y,MOD,CO,45
1,OA,38,Y,MOD,CO,45
1,OA,39,Y,MOD,CO,45
1,OA,4,Y,MOD,CO,45
1,OA,40,Y,MOD,CO,45
1,OA,41,Y,MOD,CO,45
1,OA,42,Y,MOD,CO,45
1,OA,43,Y,MOD,CO,45
1,OA,44,Y,MOD,CO,45
1,OA,45,Y,MOD,CO,45
1,OA,46,Y,MOD,CO,45
1,OA,47,Y,MOD,CO,45
1,OA,48,Y,MOD,CO,45
1,OA,49,Y,MOD,CO,45
1,OA,5,Y,MOD,CO,45
1,OA,50,Y,MOD,CO,45
1,OA,51,Y,MOD,CO,45
1,OA,52,Y,MOD,CO,45
1,OA,53,Y,MOD,CO,45
1,OA,54,Y,MOD,CO,45
1,OA,55,Y,MOD,CO,45
1,OA,56,Y,MOD,CO,45
1,OA,57,Y,MOD,CO,45
1,OA,58,Y,MOD,CO,45
1,OA,59,Y,MOD,CO,45
1,OA,6,Y,MOD,CO,45
1,OA,60,Y,MOD,CO,45
1,OA,61,Y,MOD,CO,45
1,OA,62,Y,MOD,CO,45
1,OA,63,Y,MOD,CO,45
1,OA,64,Y,MOD,CO,45
1,OA,65,Y,MOD,CO,45
1,OA,66,Y,MOD,CO,45
1,OA,67,Y,MOD,CO,45
1,OA,68,Y,MOD,CO,45
1,OA,69,Y,MOD,CO,45
1,OA,7,Y,MOD,CO,45
1,OA,70,Y,MOD,CO,45
1,OA,71,Y,MOD,CO,45
1,OA,72,Y,MOD,CO,45
1,OA,73,Y,MOD,CO,45
1,OA,74,Y,MOD,CO,45
1,OA,75,Y,MOD,CO,45
1,OA,76,Y,MOD,CO,45
1,OA,77,Y,MOD,CO,45
1,OA,78,Y,MOD,CO,45
1,OA,79,Y,MOD,CO,45
1,OA,8,Y,MOD,CO,45
1,OA,80,Y,MOD,CO,45
1,OA,81,Y,MOD,CO,45
1,OA,82,Y,MOD,CO,45
1,OA,83,Y,MOD,CO,45
1,OA,84,Y,MOD,CO,45
1,OA,85,Y,MOD,CO,45
1,OA,86,Y,MOD,CO,45
1,OA,87,Y,MOD,CO,45
1,OA,88,Y,MOD,CO,45
1,OA,89,Y,MOD,CO,45
1,OA,9,Y,MOD,CO,45
1,OA,90,Y,MOD,CO,45
1,OA,91,Y,MOD,CO,45
1,OA,92,Y,MOD,CO,45
1,OA,93,Y,MOD,CO,45
1,OA,94,Y,MOD,CO,45
1,OA,95,Y,MOD,CO,45
1,OA,96,Y,MOD,CO,45
1,OA,97,Y,MOD,CO,45
1,OA,98,Y,MOD,CO,45
1,OA,99,Y,MOD,CO,45
1,PI,131,Y,MOD,CO,45
1,PI,A1,Y,,,
1,PR,1,Y,KEEP,,
1,PR,122,Y,KEEP,,
1,PR,131,Y,MOD,CO,45
1,PR,142,Y,KEEP,,
1,PR,18,Y,,,
1,PR,2,Y,KEEP,,
1,PR,25,Y,,,
1,PR,3,Y,KEEP,,
1,PR,41,Y,,,
2,CO,15,Y,MOD,CO,45
2,CO,16,Y,,,
2,CO,45,Y,KEEP,,
2,CR,1,Y,,,
2,OA,1,Y,,,
2,PI,A1,Y,,,
2,PR,1,Y,KEEP,,
2,PR,122,Y,KEEP,,
2,PR,2,Y,KEEP,,
2,PR,3,Y,KEEP,,
3,CO,109,Y,KEEP,,
3,CO,11,Y,KEEP,,
3,CO,119,Y,KEEP,,
3,CO,125,Y,KEEP,,
3,CO,131,Y,MOD,CO,45
3,CO,15,Y,KEEP,,
3,CO,150,Y,KEEP,,
3,CO,151,Y,KEEP,,
3,CO,16,Y,KEEP,,
3,CO,177,Y,KEEP,,
3,CO,178,Y,MOD,CO,45
3,CO,183,Y,KEEP,,
3,CO,184,Y,KEEP,,
3,CO,197,Y,KEEP,,
3,CO,198,Y,KEEP,,
3,CO,204,Y,KEEP,,
3,CO,22,Y,KEEP,,
3,CO,231,Y,KEEP,,
3,CO,24,Y,KEEP,,
3,CO,29,Y,KEEP,,
3,CO,31,Y,KEEP,,
3,CO,35,Y,KEEP,,
3,CO,4,Y,KEEP,,
3,CO,40,Y,KEEP,,
3,CO,45,Y,MOD,CO,119
3,CO,58,Y,KEEP,,
3,CO,6,Y,KEEP,,
3,CO,8,Y,KEEP,,
3,CO,9,Y,KEEP,,
3,CO,96,Y,KEEP,,
3,CO,97,Y,KEEP,,
3,CO,A1,Y,KEEP,,
3,CO,B13,Y,KEEP,,
3,CO,B15,Y,KEEP,,
3,CO,B18,Y,KEEP,,
3,CO,B5,Y,KEEP,,
3,CO,B7,Y,KEEP,,
3,CR,1,Y,KEEP,,
3,OA,1,Y,KEEP,,
3,OA,10,Y,KEEP,,
3,OA,100,Y,KEEP,,
3,OA,101,Y,KEEP,,
3,OA,102,Y,KEEP,,
3,OA,103,Y,KEEP,,
3,OA,104,Y,KEEP,,
3,OA,105,Y,KEEP,,
3,OA,106,Y,KEEP,,
3,OA,107,Y,KEEP,,
3,OA,108,Y,KEEP,,
3,OA,109,Y,KEEP,,
3,OA,11,Y,KEEP,,
3,OA,110,Y,KEEP,,
3,OA,111,Y,KEEP,,
3,OA,112,Y,KEEP,,
3,OA,113,Y,KEEP,,
3,OA,114,Y,KEEP,,
3,OA,115,Y,KEEP,,
3,OA,116,Y,KEEP,,
3,OA,117,Y,KEEP,,
3,OA,118,Y,KEEP,,
3,OA,119,Y,KEEP,,
3,OA,12,Y,KEEP,,
3,OA,120,Y,KEEP,,
3,OA,121,Y,KEEP,,
3,OA,122,Y,KEEP,,
3,OA,123,Y,KEEP,,
3,OA,124,Y,KEEP,,
3,OA,125,Y,KEEP,,
3,OA,126,Y,KEEP,,
3,OA,127,Y,KEEP,,
3,OA,128,Y,KEEP,,
3,OA,129,Y,KEEP,,
3,OA,13,Y,KEEP,,
3,OA,130,Y,KEEP,,
3,OA,132,Y,KEEP,,
3,OA,133,Y,KEEP,,
3,OA,134,Y,KEEP,,
3,OA,135,Y,KEEP,,
3,OA,136,Y,KEEP,,
3,OA,137,Y,KEEP,,
3,OA,138,Y,KEEP,,
3,OA,139,Y,KEEP,,
3,OA,14,Y,KEEP,,
3,OA,140,Y,KEEP,,
3,OA,141,Y,KEEP,,
3,OA,142,Y,KEEP,,
3,OA,143,Y,KEEP,,
3,OA,144,Y,KEEP,,
3,OA,145,Y,KEEP,,
3,OA,146,Y,KEEP,,
3,OA,147,Y,KEEP,,
,,,,,,
BAS_SCENARIO,BAS_GRP_CD,BAS_RSN_CD,BAS_CONTR_PYR,BAS_CHG_IND,BAS_NEW_GRP_CD,BAS_NEW_RSN_CD
3,OA,148,Y,KEEP,,
3,OA,149,Y,KEEP,,
3,OA,15,Y,KEEP,,
3,OA,150,Y,KEEP,,
3,OA,151,Y,KEEP,,
3,OA,152,Y,KEEP,,
3,OA,153,Y,KEEP,,
3,OA,154,Y,KEEP,,
3,OA,155,Y,KEEP,,
3,OA,156,Y,KEEP,,
3,OA,157,Y,KEEP,,
3,OA,158,Y,KEEP,,
3,OA,159,Y,KEEP,,
3,OA,16,Y,KEEP,,
3,OA,160,Y,KEEP,,
3,OA,161,Y,KEEP,,
3,OA,162,Y,KEEP,,
3,OA,163,Y,KEEP,,
3,OA,164,Y,KEEP,,
3,OA,165,Y,KEEP,,
3,OA,166,Y,KEEP,,
3,OA,167,Y,KEEP,,
3,OA,168,Y,KEEP,,
3,OA,169,Y,KEEP,,
3,OA,17,Y,KEEP,,
3,OA,170,Y,KEEP,,
3,OA,171,Y,KEEP,,
3,OA,172,Y,KEEP,,
3,OA,173,Y,KEEP,,
3,OA,174,Y,KEEP,,
3,OA,175,Y,KEEP,,
3,OA,176,Y,KEEP,,
3,OA,177,Y,KEEP,,
3,OA,178,Y,KEEP,,
3,OA,179,Y,KEEP,,
3,OA,18,Y,KEEP,,
3,OA,180,Y,KEEP,,
3,OA,181,Y,KEEP,,
3,OA,182,Y,KEEP,,
3,OA,183,Y,KEEP,,
3,OA,184,Y,KEEP,,
3,OA,185,Y,KEEP,,
3,OA,186,Y,KEEP,,
3,OA,187,Y,KEEP,,
3,OA,188,Y,KEEP,,
3,OA,189,Y,KEEP,,
3,OA,19,Y,KEEP,,
3,OA,190,Y,KEEP,,
3,OA,191,Y,KEEP,,
3,OA,192,Y,KEEP,,
3,OA,193,Y,KEEP,,
3,OA,194,Y,KEEP,,
3,OA,195,Y,KEEP,,
3,OA,196,Y,KEEP,,
3,OA,197,Y,KEEP,,
3,OA,198,Y,KEEP,,
3,OA,199,Y,KEEP,,
3,OA,2,Y,KEEP,,
3,OA,20,Y,KEEP,,
3,OA,200,Y,KEEP,,
3,OA,201,Y,KEEP,,
3,OA,202,Y,KEEP,,
3,OA,203,Y,KEEP,,
3,OA,204,Y,KEEP,,
3,OA,205,Y,KEEP,,
3,OA,206,Y,KEEP,,
3,OA,207,Y,KEEP,,
3,OA,208,Y,KEEP,,
3,OA,209,Y,KEEP,,
3,OA,21,Y,KEEP,,
3,OA,210,Y,KEEP,,
3,OA,211,Y,KEEP,,
3,OA,212,Y,KEEP,,
3,OA,213,Y,KEEP,,
3,OA,214,Y,KEEP,,
3,OA,215,Y,KEEP,,
3,OA,216,Y,KEEP,,
3,OA,217,Y,KEEP,,
3,OA,218,Y,KEEP,,
3,OA,219,Y,KEEP,,
3,OA,22,Y,KEEP,,
3,OA,220,Y,KEEP,,
3,OA,221,Y,KEEP,,
3,OA,222,Y,KEEP,,
3,OA,223,Y,KEEP,,
3,OA,224,Y,KEEP,,
3,OA,225,Y,KEEP,,
3,OA,226,Y,KEEP,,
3,OA,227,Y,KEEP,,
3,OA,228,Y,KEEP,,
3,OA,229,Y,KEEP,,
3,OA,23,Y,KEEP,,
3,OA,230,Y,KEEP,,
3,OA,231,Y,KEEP,,
3,OA,232,Y,KEEP,,
3,OA,233,Y,KEEP,,
3,OA,234,Y,KEEP,,
3,OA,235,Y,KEEP,,
3,OA,236,Y,KEEP,,
3,OA,237,Y,KEEP,,
3,OA,238,Y,KEEP,,
3,OA,239,Y,KEEP,,
3,OA,24,Y,KEEP,,
3,OA,240,Y,KEEP,,
3,OA,241,Y,KEEP,,
3,OA,242,Y,KEEP,,
3,OA,243,Y,KEEP,,
3,OA,244,Y,KEEP,,
3,OA,245,Y,KEEP,,
3,OA,246,Y,KEEP,,
3,OA,247,Y,KEEP,,
3,OA,248,Y,KEEP,,
3,OA,249,Y,KEEP,,
3,OA,25,Y,KEEP,,
3,OA,250,Y,KEEP,,
3,OA,251,Y,KEEP,,
3,OA,252,Y,KEEP,,
3,OA,26,Y,KEEP,,
3,OA,27,Y,KEEP,,
3,OA,28,Y,KEEP,,
3,OA,29,Y,MOD,CO,16
3,OA,3,Y,KEEP,,
3,OA,30,Y,KEEP,,
3,OA,31,Y,KEEP,,
3,OA,32,Y,KEEP,,
3,OA,33,Y,KEEP,,
3,OA,34,Y,KEEP,,
3,OA,35,Y,KEEP,,
3,OA,36,Y,KEEP,,
3,OA,37,Y,KEEP,,
3,OA,38,Y,KEEP,,
3,OA,39,Y,KEEP,,
3,OA,4,Y,KEEP,,
3,OA,40,Y,KEEP,,
3,OA,41,Y,KEEP,,
3,OA,42,Y,KEEP,,
3,OA,43,Y,KEEP,,
3,OA,44,Y,KEEP,,
3,OA,45,Y,KEEP,,
3,OA,46,Y,KEEP,,
3,OA,47,Y,KEEP,,
3,OA,48,Y,KEEP,,
3,OA,49,Y,KEEP,,
3,OA,5,Y,KEEP,,
3,OA,50,Y,KEEP,,
3,OA,51,Y,KEEP,,
3,OA,52,Y,KEEP,,
3,OA,53,Y,KEEP,,
3,OA,54,Y,KEEP,,
3,OA,55,Y,KEEP,,
3,OA,56,Y,KEEP,,
3,OA,57,Y,KEEP,,
3,OA,58,Y,KEEP,,
3,OA,59,Y,KEEP,,
3,OA,6,Y,KEEP,,
3,OA,60,Y,KEEP,,
3,OA,61,Y,KEEP,,
3,OA,62,Y,KEEP,,
3,OA,63,Y,KEEP,,
3,OA,64,Y,KEEP,,
3,OA,65,Y,KEEP,,
3,OA,66,Y,KEEP,,
3,OA,67,Y,KEEP,,
3,OA,68,Y,KEEP,,
3,OA,69,Y,KEEP,,
3,OA,7,Y,KEEP,,
3,OA,70,Y,KEEP,,
3,OA,71,Y,KEEP,,
3,OA,72,Y,KEEP,,
3,OA,73,Y,KEEP,,
3,OA,74,Y,KEEP,,
3,OA,75,Y,KEEP,,
3,OA,76,Y,KEEP,,
3,OA,77,Y,KEEP,,
3,OA,78,Y,KEEP,,
3,OA,79,Y,KEEP,,
3,OA,8,Y,KEEP,,
3,OA,80,Y,KEEP,,
3,OA,81,Y,KEEP,,
3,OA,82,Y,KEEP,,
3,OA,83,Y,KEEP,,
3,OA,84,Y,KEEP,,
3,OA,85,Y,KEEP,,
3,OA,86,Y,KEEP,,
3,OA,87,Y,KEEP,,
3,OA,88,Y,KEEP,,
3,OA,89,Y,KEEP,,
3,OA,9,Y,KEEP,,
3,OA,90,Y,KEEP,,
3,OA,91,Y,KEEP,,
3,OA,92,Y,KEEP,,
3,OA,93,Y,KEEP,,
3,OA,94,Y,KEEP,,
3,OA,95,Y,KEEP,,
3,OA,97,Y,KEEP,,
3,OA,98,Y,KEEP,,
3,OA,99,Y,KEEP,,
3,PI,131,Y,MOD,CO,45
3,PI,A1,Y,KEEP,,
3,PR,10,Y,MOD,CO,10
3,PR,100,Y,MOD,CO,100
3,PR,101,Y,MOD,CO,101
3,PR,102,Y,MOD,CO,102
3,PR,103,Y,MOD,CO,103
3,PR,104,Y,MOD,CO,104
3,PR,105,Y,MOD,CO,105
3,PR,106,Y,MOD,CO,106
3,PR,107,Y,MOD,CO,107
3,PR,108,Y,MOD,CO,108
3,PR,109,Y,MOD,CO,109
3,PR,11,Y,MOD,CO,11
3,PR,110,Y,MOD,CO,110
3,PR,111,Y,MOD,CO,111
3,PR,112,Y,MOD,CO,112
3,PR,113,Y,MOD,CO,113
3,PR,114,Y,MOD,CO,114
3,PR,115,Y,MOD,CO,115
3,PR,116,Y,MOD,CO,116
3,PR,117,Y,MOD,CO,117
3,PR,118,Y,MOD,CO,118
3,PR,119,Y,MOD,CO,119
3,PR,12,Y,MOD,CO,12
3,PR,120,Y,MOD,CO,120
3,PR,121,Y,MOD,CO,121
3,PR,123,Y,MOD,CO,123
3,PR,124,Y,MOD,CO,124
3,PR,125,Y,MOD,CO,125
3,PR,126,Y,MOD,CO,126
3,PR,127,Y,MOD,CO,127
3,PR,128,Y,MOD,CO,128
3,PR,129,Y,MOD,CO,129
3,PR,13,Y,MOD,CO,13
3,PR,130,Y,MOD,CO,130
3,PR,131,Y,MOD,CO,131
3,PR,132,Y,MOD,CO,132
3,PR,133,Y,MOD,CO,133
3,PR,134,Y,MOD,CO,134
3,PR,135,Y,MOD,CO,135
3,PR,136,Y,MOD,CO,136
3,PR,137,Y,MOD,CO,137
3,PR,138,Y,MOD,CO,138
3,PR,139,Y,MOD,CO,139
3,PR,14,Y,MOD,CO,14
3,PR,140,Y,MOD,CO,140
3,PR,141,Y,MOD,CO,141
3,PR,142,Y,MOD,CO,142
3,PR,143,Y,MOD,CO,143
3,PR,144,Y,MOD,CO,144
3,PR,145,Y,MOD,CO,145
3,PR,146,Y,MOD,CO,146
3,PR,147,Y,MOD,CO,147
3,PR,148,Y,MOD,CO,148
3,PR,149,Y,MOD,CO,149
3,PR,15,Y,MOD,CO,15
3,PR,150,Y,MOD,CO,150
3,PR,151,Y,MOD,CO,151
3,PR,152,Y,MOD,CO,152
3,PR,153,Y,MOD,CO,153
3,PR,154,Y,MOD,CO,154
3,PR,155,Y,MOD,CO,155
3,PR,156,Y,MOD,CO,156
3,PR,157,Y,MOD,CO,157
3,PR,158,Y,MOD,CO,158
3,PR,159,Y,MOD,CO,159
3,PR,16,Y,MOD,CO,16
3,PR,160,Y,MOD,CO,160
3,PR,161,Y,MOD,CO,161
3,PR,162,Y,MOD,CO,162
3,PR,163,Y,MOD,CO,163
3,PR,164,Y,MOD,CO,164
3,PR,165,Y,MOD,CO,165
3,PR,166,Y,MOD,CO,166
3,PR,167,Y,MOD,CO,167
3,PR,168,Y,MOD,CO,168
3,PR,169,Y,MOD,CO,169
3,PR,17,Y,MOD,CO,17
3,PR,170,Y,MOD,CO,170
3,PR,171,Y,MOD,CO,171
3,PR,172,Y,MOD,CO,172
3,PR,173,Y,MOD,CO,173
3,PR,174,Y,MOD,CO,174
3,PR,175,Y,MOD,CO,175
3,PR,176,Y,MOD,CO,176
3,PR,177,Y,MOD,CO,177
3,PR,178,Y,MOD,CO,178
3,PR,179,Y,MOD,CO,179
3,PR,18,Y,MOD,CO,18
3,PR,180,Y,MOD,CO,180
3,PR,181,Y,MOD,CO,181
3,PR,182,Y,MOD,CO,182
3,PR,183,Y,MOD,CO,183
3,PR,184,Y,MOD,CO,184
3,PR,185,Y,MOD,CO,185
3,PR,186,Y,MOD,CO,186
3,PR,187,Y,MOD,CO,187
3,PR,188,Y,MOD,CO,188
3,PR,189,Y,MOD,CO,189
3,PR,19,Y,MOD,CO,19
3,PR,190,Y,MOD,CO,190
3,PR,191,Y,MOD,CO,191
3,PR,192,Y,MOD,CO,192
3,PR,193,Y,MOD,CO,193
3,PR,194,Y,MOD,CO,194
3,PR,195,Y,MOD,CO,195
3,PR,196,Y,MOD,CO,196
3,PR,197,Y,MOD,CO,197
3,PR,198,Y,MOD,CO,198
3,PR,199,Y,MOD,CO,199
3,PR,20,Y,MOD,CO,20
3,PR,200,Y,MOD,CO,200
3,PR,201,Y,MOD,CO,201
3,PR,202,Y,MOD,CO,202
3,PR,203,Y,MOD,CO,203
3,PR,204,Y,MOD,CO,204
3,PR,205,Y,MOD,CO,205
3,PR,206,Y,MOD,CO,206
3,PR,207,Y,MOD,CO,207
3,PR,208,Y,MOD,CO,208
3,PR,209,Y,MOD,CO,209
3,PR,21,Y,MOD,CO,21
3,PR,210,Y,MOD,CO,210
3,PR,211,Y,MOD,CO,211
3,PR,212,Y,MOD,CO,212
3,PR,213,Y,MOD,CO,213
3,PR,214,Y,MOD,CO,214
3,PR,215,Y,MOD,CO,215
3,PR,216,Y,MOD,CO,216
3,PR,217,Y,MOD,CO,217
3,PR,218,Y,MOD,CO,218
3,PR,219,Y,MOD,CO,219
3,PR,22,Y,MOD,CO,22
3,PR,220,Y,MOD,CO,220
3,PR,221,Y,MOD,CO,221
3,PR,222,Y,MOD,CO,222
3,PR,223,Y,MOD,CO,223
3,PR,224,Y,MOD,CO,224
3,PR,225,Y,MOD,CO,225
3,PR,226,Y,MOD,CO,226
3,PR,227,Y,MOD,CO,227
3,PR,228,Y,MOD,CO,228
3,PR,229,Y,MOD,CO,229
3,PR,23,Y,MOD,CO,23
3,PR,230,Y,MOD,CO,230
3,PR,231,Y,MOD,CO,231
3,PR,232,Y,MOD,CO,232
3,PR,233,Y,MOD,CO,233
3,PR,234,Y,MOD,CO,234
